"","Genus","Species","Indiv","Pos","SL","CBL_raw","alpha_Pos_raw","d_raw","D_Pos_raw","alpha_Ant_raw","D_Ant_raw","CBL","alpha_Pos","d","D_Pos","alpha_Ant","D_Ant","Pt1x","Pt1y","Pt2x","Pt2y","Pt3x","Pt3y","Pt4x","Pt4y","Pt5x","Pt5y","Pt6x","Pt6y","Pt7x","Pt7y","Body.Shape","Habitat_Initial","Habitat_Friedman","Habitat_FishBase","Habitat","FullName","Family","MatchSpecies","Tip"
"1","Alectis","ciliaris",1,40,799,24.92,1.51,3.57,17.51,1.56,17.53,0.0312,86.3325,0.0045,0.0219,89.624,0.0219,446.707,-446.887,443.072,-429.759,428.23,-450.517,425.92,-433.139,435.749,-440.213,435.412,-438.11,435.562,-441.677,"Deep bodied","Reef associated","pelagic","pelagic","demersal","Carangidae_Alectis_ciliaris_E00469","Carangidae","ciliaris",1032
"2","Alectis","ciliaris",1,50,799,34.42,1.18,3.13,21.1,1.31,19.42,0.0431,67.8482,0.0039,0.0264,75.0211,0.0243,548.756,-424.623,546.701,-445.623,520.794,-421.77,518.512,-441.058,532.235,-432.732,532.664,-430.901,532.078,-433.971,"Deep bodied","Reef associated","pelagic","pelagic","demersal","Carangidae_Alectis_ciliaris_E00469","Carangidae","ciliaris",1032
"3","Alectis","ciliaris",1,60,799,35.75,1.38,2,22.59,1.4,22.9,0.0447,79.2948,0.0025,0.0283,80.0589,0.0287,630.042,-428.933,629.892,-451.524,603.083,-428.632,602.33,-451.524,616.337,-440.379,616.307,-441.332,616.357,-439.329,"Deep bodied","Reef associated","pelagic","pelagic","demersal","Carangidae_Alectis_ciliaris_E00469","Carangidae","ciliaris",1032
"4","Alectis","ciliaris",1,70,799,36.58,1.34,0.75,22.21,1.36,23.35,0.0458,76.5716,9e-04,0.0278,78.1443,0.0292,691.998,-429.331,692.721,-451.534,664.322,-428.918,663.496,-452.257,678.29,-440.64,678.326,-440.999,678.326,-440.244,"Deep bodied","Reef associated","pelagic","pelagic","demersal","Carangidae_Alectis_ciliaris_E00469","Carangidae","ciliaris",1032
"5","Alectis","ciliaris",1,80,799,35.15,1.32,0.54,22.2,1.27,20.94,0.044,75.6469,7e-04,0.0278,72.5533,0.0262,786.58,-425.564,788.659,-447.666,758.023,-427.971,760.212,-448.801,773.341,-437.272,773.252,-437.526,773.275,-436.986,"Deep bodied","Reef associated","pelagic","pelagic","demersal","Carangidae_Alectis_ciliaris_E00469","Carangidae","ciliaris",1032
"6","Alectis","ciliaris",1,90,799,32.78,1.31,0.49,19.44,1.28,20.33,0.041,74.7958,6e-04,0.0243,73.5438,0.0254,848.342,-423.484,850.489,-442.809,822.672,-424.85,823.746,-445.151,836.806,-434.79,836.787,-435.037,836.768,-434.544,"Deep bodied","Reef associated","pelagic","pelagic","demersal","Carangidae_Alectis_ciliaris_E00469","Carangidae","ciliaris",1032
"7","Amia","calva",1,30,1438,11.82,2.34,3.68,33.4,2.5,32.27,0.0082,134.1132,0.0026,0.0232,143.1883,0.0224,1338.89,-155.833,1341.98,-122.572,1354.89,-124.677,1350.68,-156.675,1347.47,-139.908,1347.59,-141.687,1347.53,-138.007,"Fusiform","Benthic","demersal","demersal","demersal","Amiidae_Amia_calva_E00461","Amiidae","calva",18
"8","Amia","calva",1,40,1438,31.82,2.2,5.89,28.63,2.38,29.08,0.0221,126.316,0.0041,0.0199,136.4065,0.0202,1205.51,-113.444,1200.5,-141.631,1216.98,-114.956,1214.59,-143.936,1209.94,-129.761,1209.76,-132.564,1210.11,-126.686,"Fusiform","Benthic","demersal","demersal","demersal","Amiidae_Amia_calva_E00461","Amiidae","calva",18
"9","Amia","calva",1,50,1438,15.62,2.07,7.06,28.2,2.22,28.57,0.0109,118.4181,0.0049,0.0196,127.2113,0.0199,1054.07,-137.609,1055.34,-109.437,1070.7,-109.691,1069.68,-138.243,1063.1,-123.877,1063.24,-127.15,1063.24,-120.09,"Fusiform","Benthic","demersal","demersal","demersal","Amiidae_Amia_calva_E00461","Amiidae","calva",18
"10","Amia","calva",1,60,1438,32.09,2.05,7.57,27.47,2.12,28.09,0.0223,117.5419,0.0053,0.0191,121.3909,0.0195,911.872,-109.3,911.992,-136.768,927.585,-108.58,928.665,-136.648,920.259,-123.157,920.469,-126.722,919.945,-119.173,"Fusiform","Benthic","demersal","demersal","demersal","Amiidae_Amia_calva_E00461","Amiidae","calva",18
"11","Amia","calva",1,70,1438,31.1,2.01,9.09,26,2.08,27.09,0.0216,114.9213,0.0063,0.0181,119.1965,0.0188,762.495,-113.149,761.946,-139.147,778.4,-112.711,778.51,-139.805,770.509,-126.515,770.679,-130.807,770.453,-121.715,"Fusiform","Benthic","demersal","demersal","demersal","Amiidae_Amia_calva_E00461","Amiidae","calva",18
"12","Amia","calva",1,80,1438,24.33,2.47,10.11,22.45,2.47,23.84,0.0169,141.4651,0.007,0.0156,141.7749,0.0166,624.746,-115.449,624.943,-137.894,633.249,-114.658,632.557,-138.488,628.768,-126.736,628.707,-131.551,628.828,-121.44,"Fusiform","Benthic","demersal","demersal","demersal","Amiidae_Amia_calva_E00461","Amiidae","calva",18
"13","Amia","calva",1,90,1438,20.92,2.45,8.51,19.93,2.5,20.75,0.0145,140.416,0.0059,0.0139,143.0377,0.0144,490.964,-111.291,489.285,-131.151,498.177,-110.896,496.201,-131.547,493.739,-120.88,493.807,-124.759,494.011,-116.252,"Fusiform","Benthic","demersal","demersal","demersal","Amiidae_Amia_calva_E00461","Amiidae","calva",18
"14","Anoplogaster","cornuta",1,30,1242.177,45.22,1.11,1.49,24.92,1.34,26.09,0.0364,63.749,0.0012,0.0201,76.5937,0.021,403.809,45.5212,405.786,20.6832,367.973,42.9262,368.838,16.8524,384.811,31.7166,384.777,32.4928,384.912,31.0079,"Tadpole shaped","Pelagic","pelagic","pelagic","pelagic","Anoplogastridae_Anoplogaster_cornuta_E00662","Anoplogastridae","cornuta",648
"15","Anoplogaster","cornuta",1,40,1242.177,48.94,1,1.55,23.32,1.11,25.01,0.0394,57.5141,0.0013,0.0188,63.6419,0.0201,527.903,59.5854,529.652,36.3264,486.456,54.1642,489.429,29.3312,507.966,44.0211,507.889,44.8108,507.986,43.2602,"Tadpole shaped","Pelagic","pelagic","pelagic","pelagic","Anoplogastridae_Anoplogaster_cornuta_E00662","Anoplogastridae","cornuta",648
"16","Anoplogaster","cornuta",1,60,1242.177,44.09,0.93,1.65,21.46,1.3,25.03,0.0355,53.2013,0.0013,0.0173,74.7481,0.0201,774.69,74.4668,766.146,54.7783,739.585,90.6262,731.227,67.0371,750.447,72.3644,750.668,73.1733,750.19,71.5923,"Tadpole shaped","Pelagic","pelagic","pelagic","pelagic","Anoplogastridae_Anoplogaster_cornuta_E00662","Anoplogastridae","cornuta",648
"17","Anoplogaster","cornuta",1,70,1242.177,44.28,1.1,1.01,23.47,1.19,24.54,0.0356,62.8999,8e-04,0.0189,68.0663,0.0198,887.474,32.5723,881.336,9.92111,852.693,43.971,844.802,20.7352,866.017,26.7128,866.116,27.2354,865.917,26.2401,"Tadpole shaped","Pelagic","pelagic","pelagic","pelagic","Anoplogastridae_Anoplogaster_cornuta_E00662","Anoplogastridae","cornuta",648
"18","Anoplogaster","cornuta",1,80,1242.177,43.08,1.05,0.84,21.97,1.18,23.31,0.0347,60.4094,7e-04,0.0177,67.4429,0.0188,1000.29,11.3158,997.185,-10.4337,964.296,16.5446,961.094,-6.54898,979.993,2.58729,980.017,2.14443,979.97,2.98353,"Tadpole shaped","Pelagic","pelagic","pelagic","pelagic","Anoplogastridae_Anoplogaster_cornuta_E00662","Anoplogastridae","cornuta",648
"19","Anoplogaster","cornuta",1,90,1242.177,35.73,1.15,0.9,19.92,1.2,19.81,0.0288,65.7786,7e-04,0.016,68.6289,0.016,1135.9,1.75363,1136.03,-18.1647,1106.62,2.67699,1105.56,-17.1094,1120.6,-7.34812,1120.63,-7.74522,1120.57,-6.84451,"Tadpole shaped","Pelagic","pelagic","pelagic","pelagic","Anoplogastridae_Anoplogaster_cornuta_E00662","Anoplogastridae","cornuta",648
"20","Aphareus","furca",1,40,1061.317,31.59,1.25,0.72,23.37,1.36,23.49,0.0298,71.6108,7e-04,0.022,77.8479,0.0221,491.598,-150.312,488.465,-127.149,458.847,-130.946,460.271,-154.394,474.036,-141.294,474.041,-141.643,474.014,-140.923,"Fusiform","Reef associated","pelagic","pelagic","pelagic","Lutjanidae_Aphareus_furca_E00563","Lutjanidae","furca",1577
"21","Aphareus","furca",1,50,1061.317,42.84,1.04,0.71,22.73,1.24,22.46,0.0404,59.783,7e-04,0.0214,70.7887,0.0212,585.442,-98.0346,594.618,-118.835,553.508,-113.696,562.562,-134.251,572.304,-117.18,572.392,-117.533,572.186,-116.857,"Fusiform","Reef associated","pelagic","pelagic","pelagic","Lutjanidae_Aphareus_furca_E00563","Lutjanidae","furca",1577
"22","Aphareus","furca",1,60,1061.317,44.57,1.04,0.62,23.31,1.13,22.61,0.042,59.5795,6e-04,0.022,64.5301,0.0213,693.97,-69.7596,683.319,-49.0253,659.46,-86.8015,649.519,-66.4932,670.483,-68.593,670.587,-68.8537,670.375,-68.2756,"Fusiform","Reef associated","pelagic","pelagic","pelagic","Lutjanidae_Aphareus_furca_E00563","Lutjanidae","furca",1577
